FlowID,Type,Src,Dst,FlowSize,FCT,Slowdown,Xput
1022,1,11,43,1464,249,1.16,100.00
975,1,34,12,24,35,1.00,100.00
998,1,15,63,24,36,1.03,100.00
157,1,51,28,24,39,1.11,100.00
1776,1,49,7,24,36,1.03,100.00
774,1,40,15,2920,817,2.06,100.00
2218,1,10,19,4384,1127,1.95,100.00
1838,1,26,52,2920,431,1.09,100.00
1462,1,3,36,24,36,1.03,100.00
783,1,44,29,24,36,1.03,100.00
281,1,3,13,24,38,1.09,100.00
1068,1,9,52,1464,354,1.65,100.00
2169,1,8,31,68624,8616,1.00,100.00
1510,1,27,4,24,35,1.00,100.00
449,1,8,35,24,7589,216.83,100.00
320,1,62,57,24,35,1.00,100.00
436,1,8,20,24,6052,172.91,100.00
2221,1,63,15,4384,583,1.01,100.00
922,1,5,18,1464,249,1.16,100.00
2222,1,36,3,1464,398,1.86,100.00
41,1,18,36,24,36,1.03,100.00
1360,1,55,31,1464,2560,11.96,100.00
2223,1,29,44,2920,397,1.00,100.00
2220,1,7,49,2920,762,1.92,100.00
2196,1,8,39,1464,3967,18.54,100.00
200,1,32,31,24,35,1.00,100.00
1547,1,46,15,1464,10325,48.25,100.00
972,1,34,53,4384,614,1.06,100.00
1188,1,11,5,24,38,1.09,100.00
285,1,15,46,1464,249,1.16,100.00
2226,1,63,39,1464,215,1.00,100.00
614,1,41,24,24,35,1.00,100.00
532,1,39,25,2920,431,1.09,100.00
1277,1,2,58,24,35,1.00,100.00
2227,1,5,11,1464,215,1.00,100.00
1403,1,29,52,1464,249,1.16,100.00
2224,1,36,18,1464,583,2.72,100.00
1370,1,21,62,24,39,1.11,100.00
1848,0,11,29,27744,29412,5.81,96.31
1503,1,15,51,24,36,1.03,100.00
173,1,53,54,144544,19351,1.07,100.00
2228,1,62,21,2920,397,1.00,100.00
2105,1,53,56,1464,17369,81.16,100.00
1589,1,53,14,24,15191,434.03,100.00
2103,1,1,6,140160,17564,1.00,100.00
1382,1,40,19,24,35,1.00,100.00
1561,1,1,22,24,16611,474.60,100.00
2229,1,51,15,2920,398,1.00,100.00
892,1,1,10,24,797,22.77,100.00
44,1,6,54,2920,11272,28.39,100.00
2141,1,53,23,1464,13039,60.93,100.00
561,1,30,34,24,36,1.03,100.00
196,1,35,6,1464,12063,56.37,100.00
1513,1,53,7,24,9549,272.83,100.00
122,1,15,17,2920,431,1.09,100.00
2230,1,19,56,2920,399,1.01,100.00
916,1,3,42,7304,979,1.04,100.00
415,1,31,6,1464,16991,79.40,100.00
953,1,43,42,24,35,1.00,100.00
2175,1,53,22,1464,9377,43.82,100.00
836,1,29,54,2920,13476,33.94,100.00
2233,1,34,30,2920,397,1.00,100.00
2232,1,22,1,2920,580,1.46,100.00
1433,0,44,25,11680,9408,3.08,50.64
1457,1,0,51,24,35,1.00,100.00
2235,1,10,1,1464,365,1.71,100.00
1295,1,27,22,2920,5441,13.71,100.00
1982,1,63,11,24,35,1.00,100.00
55,1,3,50,4384,743,1.28,100.00
525,1,3,1,24,372,10.63,100.00
1952,1,3,26,24,176,5.03,100.00
1905,1,20,56,24,36,1.03,100.00
510,1,25,5,24,36,1.03,100.00
2236,1,40,54,4384,580,1.00,100.00
855,1,51,7,24,35,1.00,100.00
1468,1,15,4,24,36,1.03,100.00
426,1,13,14,86144,11571,1.07,100.00
475,1,55,48,24,60,1.71,100.00
966,1,25,54,1464,2286,10.68,100.00
2238,1,5,25,1464,268,1.25,100.00
2239,1,4,15,1464,215,1.00,100.00
2240,1,16,14,1464,215,1.00,100.00
2237,1,56,20,1464,398,1.86,100.00
1332,1,13,27,1464,20091,93.88,100.00
1913,1,13,47,24,11579,330.83,100.00
703,1,5,30,24,35,1.00,100.00
2198,1,13,12,1464,6821,31.87,100.00
1138,1,13,34,24,5920,169.14,100.00
1664,1,45,40,24,35,1.00,100.00
2242,1,63,27,2920,399,1.01,100.00
1957,1,46,52,1464,249,1.16,100.00
1656,1,22,54,4384,17028,29.41,100.00
874,1,4,12,1464,5483,25.62,100.00
1493,1,22,48,24,617,17.63,100.00
2225,1,13,3,1464,3266,15.26,100.00
160,1,22,39,24,35,1.00,100.00
1532,1,12,45,67160,8462,1.00,100.00
217,1,32,41,24,35,1.00,100.00
1989,1,12,61,24,5441,155.46,100.00
143,1,53,38,1464,249,1.16,100.00
2243,1,47,12,1464,216,1.01,100.00
383,1,45,3,1464,676,3.16,100.00
266,0,36,1,23360,9492,2.10,100.00
1081,1,30,27,2920,5297,13.34,100.00
1837,1,19,22,24,35,1.00,100.00
1752,1,12,52,1464,3381,15.80,100.00
280,1,18,10,24,36,1.03,100.00
809,1,53,6,24,35,1.00,100.00
148,1,40,19,2920,431,1.09,100.00
341,1,7,3,1464,252,1.18,100.00
516,1,60,46,24,35,1.00,100.00
107,1,9,20,2920,431,1.09,100.00
1078,1,41,43,24,35,1.00,100.00
1992,1,0,49,24,38,1.09,100.00
2247,1,4,27,1464,215,1.00,100.00
299,1,13,19,24,37,1.06,100.00
717,1,11,1,24,36,1.03,100.00
2248,1,10,18,1464,398,1.86,100.00
2249,1,22,19,2920,400,1.01,100.00
1553,1,22,4,24,345,9.86,100.00
1618,1,22,49,24,144,4.11,100.00
15,1,2,27,24,37,1.06,100.00
811,1,54,28,24,44,1.26,100.00
86,1,5,39,24,35,1.00,100.00
204,1,22,4,1464,249,1.16,100.00
2251,1,15,27,7304,948,1.00,100.00
1179,1,25,42,2920,431,1.09,100.00
1477,1,47,27,24,38,1.09,100.00
1117,1,7,15,24,36,1.03,100.00
1018,1,56,60,8760,1725,1.53,100.00
1458,1,3,10,2920,431,1.09,100.00
1043,1,20,0,24,38,1.09,100.00
1197,1,10,42,24,38,1.09,100.00
2254,1,15,7,1464,215,1.00,100.00
674,1,5,35,24,41,1.17,100.00
1840,1,43,27,4384,5181,8.95,100.00
623,1,37,17,24,35,1.00,100.00
585,1,12,35,24,44,1.26,100.00
2256,1,0,20,4384,580,1.00,100.00
576,1,15,5,24,36,1.03,100.00
228,1,56,52,2920,2090,5.26,100.00
545,1,54,57,24,35,1.00,100.00
2258,1,5,15,1464,215,1.00,100.00
1329,1,23,33,2920,431,1.09,100.00
986,0,13,52,24824,20581,4.38,95.18
1520,1,56,25,1464,2152,10.06,100.00
1097,1,27,21,24,36,1.03,100.00
1668,1,9,0,24,40,1.14,100.00
303,1,2,30,4384,1047,1.81,100.00
990,1,2,62,24,562,16.06,100.00
1417,1,33,43,24,36,1.03,100.00
186,1,33,51,24,35,1.00,100.00
571,1,23,60,24,37,1.06,100.00
175,1,53,30,24,35,1.00,100.00
182,1,40,42,1464,249,1.16,100.00
2260,1,43,33,2920,397,1.00,100.00
764,1,40,38,24,35,1.00,100.00
362,1,27,57,24,35,1.00,100.00
400,1,7,22,24,36,1.03,100.00
2262,1,22,7,1464,215,1.00,100.00
69,1,58,19,24,36,1.03,100.00
1847,1,15,13,24,43,1.23,100.00
242,1,36,12,24,36,1.03,100.00
1955,1,10,0,24,43,1.23,100.00
2261,1,51,33,4384,580,1.00,100.00
2264,1,13,15,1464,215,1.00,100.00
2265,1,12,36,1464,215,1.00,100.00
1049,1,36,46,1464,260,1.21,100.00
413,1,7,22,24,36,1.03,100.00
1680,1,62,41,24,35,1.00,100.00
2263,1,19,58,2920,397,1.00,100.00
2266,1,22,7,1464,215,1.00,100.00
1511,1,56,59,24,38,1.09,100.00
1984,1,47,26,24,35,1.00,100.00
1771,1,11,30,2920,672,1.69,100.00
1933,1,37,54,24,35,1.00,100.00
642,1,38,0,24,44,1.26,100.00
1256,1,48,28,70080,8855,1.01,100.00
693,1,26,25,1464,249,1.16,100.00
1281,1,35,39,4384,934,1.61,100.00
1076,1,19,39,24,36,1.03,100.00
2267,1,0,38,1464,215,1.00,100.00
1331,1,48,14,1464,14178,66.25,100.00
1730,1,48,18,24,7406,211.60,100.00
1962,1,48,50,24,6827,195.06,100.00
270,1,10,5,24,38,1.09,100.00
1537,1,48,59,24,5606,160.17,100.00
531,1,53,5,24,35,1.00,100.00
2268,1,39,19,1464,215,1.00,100.00
1783,1,16,63,24,38,1.09,100.00
1688,1,27,5,24,35,1.00,100.00
629,1,40,54,24,35,1.00,100.00
1228,1,13,28,4384,14643,25.29,100.00
1723,1,45,6,24,35,1.00,100.00
4,1,12,46,24,35,1.00,100.00
2241,1,48,55,2920,5982,15.07,100.00
673,1,32,31,4384,614,1.06,100.00
1121,1,24,8,147464,18513,1.00,100.00
32,1,24,45,24,13548,387.09,100.00
1744,1,7,55,1464,2438,11.39,100.00
2244,1,48,22,1464,5550,25.93,100.00
1709,1,48,3,24,3582,102.34,100.00
768,1,22,43,24,35,1.00,100.00
2270,1,45,24,1464,215,1.00,100.00
101,1,59,19,5840,950,1.25,100.00
821,1,51,61,2920,431,1.09,100.00
370,0,23,59,23360,13848,3.07,79.00
1612,1,48,25,1464,1172,5.48,100.00
2203,1,24,34,2920,12456,31.38,100.00
2271,1,39,22,2920,397,1.00,100.00
1928,1,3,19,1464,857,4.00,100.00
1065,1,10,2,24,42,1.20,100.00
2170,1,61,35,146000,18293,1.00,100.00
1901,1,61,31,24,10495,299.86,100.00
2272,1,12,34,4384,580,1.00,100.00
579,1,6,22,4384,1057,1.83,100.00
1064,1,55,37,24,38,1.09,100.00
319,1,4,55,2920,431,1.09,100.00
2274,1,31,61,1464,216,1.01,100.00
2246,1,61,12,1464,6478,30.27,100.00
2210,1,24,63,2920,12226,30.80,100.00
1710,1,9,4,24,37,1.06,100.00
738,1,19,31,24,36,1.03,100.00
283,1,54,35,2920,18184,45.80,100.00
2276,1,37,55,1464,215,1.00,100.00
124,1,18,39,1464,249,1.16,100.00
275,1,61,17,1464,7819,36.54,100.00
750,1,24,4,1464,19343,90.39,100.00
2275,1,43,22,2920,397,1.00,100.00
1249,1,15,13,24,48,1.37,100.00
1484,1,57,29,24,35,1.00,100.00
2280,1,4,22,1464,215,1.00,100.00
2281,1,13,15,1464,215,1.00,100.00
2273,1,11,63,1464,946,4.42,100.00
2278,1,31,19,4384,580,1.00,100.00
8,1,45,13,24,52,1.49,100.00
2282,1,49,22,1464,215,1.00,100.00
812,1,54,17,2920,431,1.09,100.00
2204,1,8,2,84680,13737,1.29,100.00
386,1,8,9,24,13021,372.03,100.00
1964,1,44,46,1464,252,1.18,100.00
1118,1,38,42,24,36,1.03,100.00
1193,1,24,1,5840,16348,21.45,100.00
1203,1,41,23,24,35,1.00,100.00
2217,1,8,26,1464,12634,59.04,100.00
610,1,61,63,2920,11893,29.96,100.00
602,1,8,2,24,12110,346.00,100.00
457,1,8,21,24,8159,233.11,100.00
715,1,8,33,24,5334,152.40,100.00
2283,1,27,2,2920,400,1.01,100.00
3,1,24,18,1464,5688,26.58,100.00
1918,1,12,28,24,35,1.00,100.00
1543,1,59,58,2920,431,1.09,100.00
439,1,16,26,1464,6061,28.32,100.00
945,1,23,1,1464,2194,10.25,100.00
1864,1,2,54,24,35,1.00,100.00
2140,1,52,0,108040,23037,1.70,100.00
1602,1,50,44,65704,8283,1.00,100.00
1292,1,18,28,24,36,1.03,100.00
755,1,0,20,1464,259,1.21,100.00
2145,1,52,32,1464,22664,105.91,100.00
1314,1,52,59,24,22631,646.60,100.00
781,1,52,53,24,17239,492.54,100.00
37,1,60,44,1464,5225,24.42,100.00
893,1,52,54,24,8833,252.37,100.00
1168,1,52,6,24,2004,57.26,100.00
254,1,62,0,2920,22612,56.96,100.00
139,1,59,20,1464,457,2.14,100.00
132,1,23,2,1464,5971,27.90,100.00
713,1,63,28,1464,251,1.17,100.00
6,1,13,32,1464,10382,48.51,100.00
935,1,39,44,1464,867,4.05,100.00
824,1,50,7,2920,6915,17.42,100.00
1107,1,23,14,24,351,10.03,100.00
2287,1,62,2,1464,215,1.00,100.00
2288,1,31,32,1464,215,1.00,100.00
1754,1,23,7,24,247,7.06,100.00
1060,1,47,33,24,35,1.00,100.00
778,1,60,0,2920,18339,46.19,100.00
719,1,42,13,134320,16874,1.00,100.00
403,1,42,5,24,9179,262.26,100.00
656,1,42,45,24,8690,248.29,100.00
144,1,52,25,4384,1900,3.28,100.00
850,1,17,0,1464,15089,70.51,100.00
1174,1,6,34,24,38,1.09,100.00
2289,1,58,2,2920,397,1.00,100.00
287,1,37,14,24,38,1.09,100.00
2290,1,41,32,2920,399,1.01,100.00
1743,1,23,51,24,35,1.00,100.00
2291,1,19,13,2920,397,1.00,100.00
1556,1,15,2,1464,6764,31.61,100.00
982,1,58,0,1464,7553,35.29,100.00
307,1,60,32,1464,15163,70.86,100.00
2257,1,42,10,2920,7808,19.67,100.00
1302,1,29,14,2920,434,1.09,100.00
163,1,35,19,24,35,1.00,100.00
1604,1,25,2,1464,9840,45.98,100.00
382,1,13,32,1464,8372,39.12,100.00
1287,1,8,42,14600,4896,2.64,100.00
1671,1,48,33,24,35,1.00,100.00
2293,1,5,10,1464,216,1.01,100.00
1108,1,52,32,1464,8277,38.68,100.00
1693,1,6,5,24,35,1.00,100.00
977,1,19,13,24,42,1.20,100.00
1860,1,8,20,1464,1170,5.47,100.00
1337,1,29,0,2920,16284,41.02,100.00
2292,1,34,13,4384,588,1.02,100.00
1653,1,43,2,2920,437,1.10,100.00
2284,1,42,38,4384,2524,4.36,100.00
888,1,40,37,24,42,1.20,100.00
1438,1,15,39,1464,249,1.16,100.00
2295,1,2,10,1464,398,1.86,100.00
731,1,42,52,24,2143,61.23,100.00
714,1,1,47,96360,28289,2.34,100.00
89,1,22,0,24,36,1.03,100.00
2294,1,5,42,4384,642,1.11,100.00
238,1,29,47,1464,533,2.49,100.00
33,1,1,43,1464,27913,130.43,100.00
2298,1,51,2,2920,397,1.00,100.00
451,1,37,38,24,35,1.00,100.00
2297,1,13,19,4384,580,1.00,100.00
2302,1,33,47,1464,215,1.00,100.00
2156,1,14,62,143080,23633,1.32,100.00
2304,1,48,2,1464,215,1.00,100.00
1312,1,2,13,1464,11864,55.44,100.00
128,1,14,6,24,19470,556.29,100.00
18,1,54,21,24,38,1.09,100.00
1738,1,1,21,2920,26895,67.75,100.00
2305,1,27,47,1464,215,1.00,100.00
925,1,2,1,24,245,7.00,100.00
1815,1,62,13,1464,6287,29.38,100.00
739,1,14,23,1464,29621,138.42,100.00
2307,1,54,2,1464,255,1.19,100.00
2303,1,42,43,4384,580,1.00,100.00
1167,1,12,21,1464,13598,63.54,100.00
2301,1,45,42,4384,676,1.17,100.00
1700,1,31,6,24,36,1.03,100.00
2306,1,57,62,2920,398,1.00,100.00
245,1,34,23,1464,11427,53.40,100.00
2310,1,52,42,1464,295,1.38,100.00
993,1,45,43,1464,7993,37.35,100.00
617,1,4,26,24,39,1.11,100.00
2309,1,26,47,2920,463,1.17,100.00
1505,1,54,25,24,38,1.09,100.00
1384,1,2,25,1464,252,1.18,100.00
1163,1,1,5,4384,21383,36.93,100.00
422,1,19,23,1464,7129,33.31,100.00
1032,1,10,63,24,38,1.09,100.00
2313,1,49,62,2920,399,1.01,100.00
2314,1,26,4,1464,238,1.11,100.00
458,1,14,40,4384,29062,50.19,100.00
2250,1,1,3,1464,11196,52.32,100.00
1404,1,13,44,24,35,1.00,100.00
635,1,8,41,24,39,1.11,100.00
1786,1,38,20,24,36,1.03,100.00
444,1,49,23,1464,12557,58.68,100.00
589,1,5,3,1464,2482,11.60,100.00
979,1,27,26,24,43,1.23,100.00
1748,1,32,45,24,35,1.00,100.00
724,1,15,7,13144,1709,1.02,100.00
2316,1,41,62,2920,398,1.00,100.00
996,1,57,51,24,35,1.00,100.00
2319,1,60,23,1464,215,1.00,100.00
2317,1,54,40,2920,397,1.00,100.00
377,1,62,33,24,36,1.03,100.00
2252,1,1,11,2920,11344,28.57,100.00
1430,1,1,28,24,5492,156.91,100.00
1496,1,35,1,24,41,1.17,100.00
865,1,45,23,1464,9124,42.64,100.00
2321,1,33,62,1464,215,1.00,100.00
726,1,10,3,1464,13707,64.05,100.00
2308,1,6,14,11680,1493,1.00,100.00
2311,1,1,2,1464,1277,5.97,100.00
789,1,37,7,2920,1351,3.40,100.00
1423,1,14,0,5840,28640,37.59,100.00
2320,1,38,40,2920,397,1.00,100.00
815,1,58,11,24,40,1.14,100.00
709,1,5,11,2920,5030,12.67,100.00
841,1,36,3,1464,2677,12.51,100.00
1461,1,1,61,1464,1954,9.13,100.00
1899,1,15,13,4384,12170,21.02,100.00
164,1,14,16,1464,28047,131.06,100.00
964,1,12,13,1464,1835,8.57,100.00
1843,1,18,24,1464,249,1.16,100.00
1800,1,14,6,1464,27873,130.25,100.00
2312,1,6,31,4384,1743,3.01,100.00
1869,1,15,21,2920,7079,17.83,100.00
2326,1,44,13,1464,215,1.00,100.00
187,1,15,11,24,130,3.71,100.00
2325,1,57,16,2920,397,1.00,100.00
2201,1,14,9,1464,19906,93.02,100.00
214,1,14,52,24,18619,531.97,100.00
873,1,23,46,2920,798,2.01,100.00
2328,1,52,14,1464,215,1.00,100.00
2213,1,14,29,1464,18593,86.88,100.00
677,1,14,3,24,17492,499.77,100.00
1676,1,62,53,24,36,1.03,100.00
609,1,14,1,24,16266,464.74,100.00
1214,1,10,9,1464,16739,78.22,100.00
1508,1,51,16,2920,37939,95.56,100.00
961,1,51,11,24,299,8.54,100.00
600,1,41,31,4384,959,1.66,100.00
1344,1,42,47,24,494,14.11,100.00
1810,1,41,24,24,532,15.20,100.00
158,1,32,14,24,38,1.09,100.00
2330,1,53,62,1464,215,1.00,100.00
454,1,10,19,24,183,5.23,100.00
992,1,15,42,24,38,1.09,100.00
2332,1,47,13,1464,215,1.00,100.00
2329,1,3,14,2920,400,1.01,100.00
1140,1,55,36,24,36,1.03,100.00
237,1,10,37,24,197,5.63,100.00
1313,1,4,43,24,35,1.00,100.00
216,1,27,11,1464,249,1.16,100.00
1636,1,40,16,4384,13039,22.52,100.00
2335,1,36,55,1464,215,1.00,100.00
2333,1,47,42,1464,547,2.56,100.00
665,1,55,25,2920,438,1.10,100.00
2334,1,1,14,2920,497,1.25,100.00
442,1,13,11,24,36,1.03,100.00
161,1,58,34,1464,250,1.17,100.00
546,1,12,16,24,36,1.03,100.00
1175,1,34,43,1464,249,1.16,100.00
1012,1,34,51,24,128,3.66,100.00
35,1,4,61,24,38,1.09,100.00
837,1,4,11,24,46,1.31,100.00
697,1,55,1,24,50,1.43,100.00
2338,1,51,34,1464,215,1.00,100.00
406,1,12,11,2920,434,1.09,100.00
1926,1,31,21,1464,249,1.16,100.00
1749,0,24,42,8760,10317,3.84,68.18
1363,1,60,47,24,498,14.23,100.00
2339,1,1,55,2920,397,1.00,100.00
1479,1,10,0,24,38,1.09,100.00
330,1,31,54,24,36,1.03,100.00
1172,1,4,61,1464,249,1.16,100.00
333,1,4,10,24,204,5.83,100.00
1205,1,60,43,1464,256,1.20,100.00
1599,1,49,30,1464,251,1.17,100.00
2340,1,54,31,1464,215,1.00,100.00
2279,1,11,35,70080,9270,1.05,100.00
1570,1,51,25,24,35,1.00,100.00
1209,1,52,0,24,35,1.00,100.00
271,1,7,2,1464,250,1.17,100.00
218,1,11,3,24,7165,204.71,100.00
681,1,54,44,24,35,1.00,100.00
2323,1,37,40,30664,3866,1.00,100.00
380,1,17,19,24,36,1.03,100.00
172,1,36,40,1464,2433,11.37,100.00
2324,1,11,58,2920,4102,10.33,100.00
404,1,12,7,24,35,1.00,100.00
682,1,27,21,24,35,1.00,100.00
1833,1,6,43,2920,683,1.72,100.00
1201,1,2,17,24,38,1.09,100.00
1545,1,49,58,1464,251,1.17,100.00
939,1,6,40,1464,20675,96.61,100.00
2327,1,11,15,4384,4139,7.15,100.00
2343,1,17,2,1464,216,1.01,100.00
1973,1,5,34,2920,433,1.09,100.00
140,1,4,50,1464,250,1.17,100.00
1958,1,51,23,24,35,1.00,100.00
2345,1,42,15,2920,397,1.00,100.00
2337,1,11,13,2920,3255,8.20,100.00
1804,1,16,3,24,35,1.00,100.00
670,1,11,6,24,2985,85.29,100.00
179,1,11,45,24,2539,72.54,100.00
1769,1,3,12,24,35,1.00,100.00
2255,1,46,60,128480,16100,1.00,100.00
1577,1,38,33,1464,249,1.16,100.00
1274,1,53,15,2920,3214,8.10,100.00
1880,1,7,0,24,36,1.03,100.00
1192,1,45,60,1464,2244,10.49,100.00
2277,1,46,12,1464,11312,52.86,100.00
232,1,6,48,24,69,1.97,100.00
1494,1,50,47,24,502,14.34,100.00
98,1,26,12,1464,14032,65.57,100.00
1893,1,46,39,1464,781,3.65,100.00
686,1,41,63,24,38,1.09,100.00
1506,1,46,8,24,147,4.20,100.00
1260,1,1,60,2920,14859,37.43,100.00
1083,1,12,57,24,35,1.00,100.00
2347,1,47,50,4384,580,1.00,100.00
194,1,33,12,4384,11429,19.74,100.00
2348,1,8,46,4384,580,1.00,100.00
1782,1,41,15,24,35,1.00,100.00
616,1,57,6,45264,18700,3.29,100.00
1732,1,57,61,24,2781,79.46,100.00
2349,1,7,12,1464,215,1.00,100.00
2350,1,47,60,1464,215,1.00,100.00
130,1,15,5,24,41,1.17,100.00
1269,1,63,10,24,35,1.00,100.00
2351,1,48,6,1464,215,1.00,100.00
358,1,8,46,24,35,1.00,100.00
1518,1,29,43,24,35,1.00,100.00
2353,1,5,15,1464,215,1.00,100.00
692,1,38,6,1464,15210,71.07,100.00
2352,1,16,12,2920,397,1.00,100.00
507,1,11,63,14600,7537,4.06,100.00
2354,1,34,6,2920,397,1.00,100.00
2356,1,10,63,1464,398,1.86,100.00
2315,1,39,5,67160,8435,1.00,100.00
948,1,21,37,144544,18146,1.00,100.00
2355,1,35,12,4384,580,1.00,100.00
1960,1,22,11,35040,4447,1.01,100.00
590,1,47,37,24,35,1.00,100.00
785,1,39,0,1464,8656,40.45,100.00
113,1,9,26,94904,11938,1.00,100.00
2259,1,21,27,1464,17432,81.46,100.00
276,1,21,39,24,4322,123.49,100.00
885,1,46,17,24,36,1.03,100.00
1988,1,48,44,24,35,1.00,100.00
42,1,39,15,1464,951,4.44,100.00
524,1,44,14,1464,249,1.16,100.00
513,1,6,13,4384,1164,2.01,100.00
2359,1,57,12,1464,398,1.86,100.00
878,1,21,55,1464,13345,62.36,100.00
1258,1,56,1,91984,13534,1.17,100.00
1483,1,19,4,70080,8828,1.00,100.00
264,1,7,57,24,35,1.00,100.00
1995,1,19,61,24,8289,236.83,100.00
295,1,9,5,2920,15812,39.83,100.00
1119,1,3,27,24,35,1.00,100.00
29,1,9,62,24,4049,115.69,100.00
469,1,53,20,1464,250,1.17,100.00
487,1,43,47,67160,8929,1.06,100.00
2360,1,45,11,4384,583,1.01,100.00
1183,1,12,21,24,37,1.06,100.00
51,1,16,1,1464,8727,40.78,100.00
1320,1,56,29,1464,19439,90.84,100.00
2361,1,51,0,4384,580,1.00,100.00
1793,1,56,6,24,9132,260.91,100.00
102,1,13,28,24,36,1.03,100.00
1620,1,56,24,24,3930,112.29,100.00
2341,1,19,35,1464,4638,21.67,100.00
2365,1,17,46,4384,580,1.00,100.00
1937,1,55,63,2920,431,1.09,100.00
2369,1,3,11,1464,215,1.00,100.00
2371,1,43,29,1464,215,1.00,100.00
2366,1,61,4,2920,397,1.00,100.00
1383,1,40,0,1464,331,1.55,100.00
236,1,58,14,4384,734,1.27,100.00
2364,1,39,21,4384,739,1.28,100.00
1856,1,62,38,24,36,1.03,100.00
301,1,32,36,24,37,1.06,100.00
2373,1,6,11,1464,215,1.00,100.00
1836,1,48,10,24,35,1.00,100.00
2368,1,35,5,2920,524,1.32,100.00
1757,1,33,29,1464,3473,16.23,100.00
1560,1,52,0,1464,1172,5.48,100.00
2362,1,37,47,4384,1015,1.75,100.00
2336,1,23,16,51104,7204,1.12,100.00
183,1,37,3,24,560,16.00,100.00
1238,1,23,49,24,3674,104.97,100.00
1085,1,23,55,24,2908,83.09,100.00
1670,1,32,11,1464,4379,20.46,100.00
2376,1,30,5,1464,215,1.00,100.00
1377,1,23,52,24,2273,64.94,100.00
1213,1,39,12,2920,12662,31.89,100.00
1418,1,23,37,24,1056,30.17,100.00
2375,1,38,62,2920,397,1.00,100.00
1624,1,53,43,1464,251,1.17,100.00
2367,1,61,19,4384,942,1.63,100.00
1252,1,42,16,1464,4254,19.88,100.00
2377,1,21,12,1464,215,1.00,100.00
2363,1,57,27,4384,1393,2.41,100.00
1330,1,16,55,2920,436,1.10,100.00
634,1,23,20,1464,303,1.42,100.00
2342,1,19,17,7304,5198,5.51,100.00
1685,1,4,16,1464,8218,38.40,100.00
1232,1,48,5,2920,9341,23.53,100.00
1297,1,15,31,4384,614,1.06,100.00
252,1,61,50,24,36,1.03,100.00
2378,1,63,16,1464,215,1.00,100.00
605,1,48,27,1464,6453,30.15,100.00
1480,1,42,12,1464,19316,90.26,100.00
313,1,9,57,24,35,1.00,100.00
1219,1,56,14,8760,4189,3.72,100.00
2344,1,19,40,2920,4986,12.56,100.00
1824,1,52,36,24,39,1.11,100.00
1551,1,57,5,2920,19162,48.27,100.00
2380,1,21,27,1464,227,1.06,100.00
1968,1,48,11,1464,470,2.20,100.00
742,1,43,17,4384,8327,14.38,100.00
1501,1,21,23,24,36,1.03,100.00
2231,1,14,53,71544,24313,2.71,100.00
432,1,38,44,24,35,1.00,100.00
2382,1,26,27,1464,258,1.21,100.00
817,1,44,40,2920,3641,9.17,100.00
480,1,44,12,24,91,2.60,100.00
24,1,30,47,1464,432,2.02,100.00
424,1,29,28,4384,614,1.06,100.00
2379,1,50,61,2920,743,1.87,100.00
82,1,35,46,1464,434,2.03,100.00
338,1,32,50,24,35,1.00,100.00
1367,1,39,56,24,40,1.14,100.00
1306,1,21,40,1464,12736,59.51,100.00
2245,1,14,45,1464,22637,105.78,100.00
2374,1,10,4,8760,1908,1.69,100.00
675,1,14,55,24,20426,583.60,100.00
1948,1,14,18,24,18998,542.80,100.00
2269,1,20,8,138704,17376,1.00,100.00
1534,1,60,55,1464,253,1.18,100.00
315,1,52,36,1464,392,1.83,100.00
2384,1,30,53,2920,598,1.51,100.00
2388,1,55,14,1464,215,1.00,100.00
1978,1,9,2,4384,617,1.07,100.00
2383,1,23,21,2920,732,1.84,100.00
261,1,62,8,1464,1398,6.53,100.00
1827,1,20,44,1464,22557,105.41,100.00
390,1,39,53,1464,12079,56.44,100.00
2390,1,18,14,1464,215,1.00,100.00
2322,1,14,23,2920,11008,27.73,100.00
2387,1,56,39,2920,588,1.48,100.00
1706,1,14,4,24,10194,291.26,100.00
710,1,36,4,2920,7054,17.77,100.00
2391,1,46,8,1464,215,1.00,100.00
2393,1,55,23,1464,215,1.00,100.00
2394,1,4,14,1464,215,1.00,100.00
2386,1,13,45,2920,945,2.38,100.00
2396,1,9,8,1464,215,1.00,100.00
2358,1,14,37,2920,3738,9.42,100.00
900,1,14,11,24,1929,55.11,100.00
2398,1,35,8,1464,398,1.86,100.00
2399,1,3,37,1464,363,1.70,100.00
2286,1,59,52,122640,15525,1.01,100.00
2318,1,20,38,7304,12328,13.06,100.00
1951,1,20,51,24,10336,295.31,100.00
84,1,20,15,24,4071,116.31,100.00
2401,1,21,8,1464,215,1.00,100.00
1318,1,20,30,24,3435,98.14,100.00
994,1,59,3,1464,19799,92.52,100.00
2403,1,51,20,1464,215,1.00,100.00
253,1,59,6,24,8416,240.46,100.00
305,1,3,52,2920,3149,7.93,100.00
2404,1,27,3,1464,216,1.01,100.00
2389,1,11,45,4384,1519,2.62,100.00
582,1,24,8,2920,31015,78.12,100.00
2405,1,15,20,2920,397,1.00,100.00
2407,1,2,8,1464,215,1.00,100.00
1411,1,11,3,2920,18278,46.04,100.00
317,1,44,37,7304,12347,13.08,100.00
853,1,4,45,2920,16668,41.98,100.00
2408,1,30,20,2920,397,1.00,100.00
2410,1,12,3,1464,216,1.01,100.00
2395,1,11,4,1464,1812,8.47,100.00
