FlowID,FlowType,Src,Dst,FlowSize,Create,NotifTime,GrantTime,Start,Finish,FCT,Slowdown,Xput
1134,2,70,95,5840,40597,40563,40596,40597,41359,762,1.00,100.00
1135,2,13,124,5840,40799,40765,40798,40799,41561,762,1.00,100.00
1136,2,61,104,5840,40924,40890,40923,40924,41686,762,1.00,100.00
290,3,69,26,14600,40357,40357,40393,40394,42251,1894,1.02,100.00
304,1,12,115,24,42514,42514,-1,42514,42550,36,1.03,100.00
306,1,68,52,24,42643,42643,-1,42643,42678,35,1.00,100.00
302,3,106,100,5840,41898,41898,41931,41932,42694,796,1.04,100.00
307,1,7,39,24,42670,42670,-1,42670,42706,36,1.03,100.00
303,3,125,44,5840,41943,41943,41976,41977,42739,796,1.04,100.00
298,3,130,105,10224,41615,41615,41651,41652,42962,1347,1.03,100.00
308,1,20,7,24,42944,42944,-1,42944,42982,38,1.09,100.00
1137,2,115,12,5840,42548,42514,42547,42548,43310,762,1.00,100.00
305,3,120,143,5840,42546,42546,42580,42581,43343,797,1.05,100.00
1138,2,39,7,5840,42704,42670,42703,42704,43470,766,1.01,100.00
1139,2,7,20,5840,42978,42944,42977,42978,43740,762,1.00,100.00
312,3,89,116,5840,43782,43782,43815,43816,44578,796,1.04,100.00
317,1,53,142,24,44560,44560,-1,44560,44596,36,1.03,100.00
313,3,44,127,5840,43895,43895,43928,43929,44691,796,1.04,100.00
323,1,106,96,24,44694,44694,-1,44694,44730,36,1.03,100.00
314,3,63,128,5840,43939,43939,43972,43973,44735,796,1.04,100.00
315,3,35,80,5840,43964,43964,43997,43998,44760,796,1.04,100.00
324,1,22,54,24,44769,44769,-1,44769,44807,38,1.09,100.00
316,3,115,48,5840,44368,44368,44401,44402,45164,796,1.04,100.00
327,1,75,52,24,45233,45233,-1,45233,45268,35,1.00,100.00
328,1,119,115,24,45273,45273,-1,45273,45309,36,1.03,100.00
318,3,116,17,5840,44567,44567,44600,44601,45363,796,1.04,100.00
321,3,45,112,5840,44622,44622,44655,44656,45418,796,1.04,100.00
1141,2,96,106,5840,44728,44694,44727,44728,45490,762,1.00,100.00
310,3,14,104,17520,43649,43649,43682,43683,45905,2256,1.02,100.00
330,1,57,19,24,45922,45922,-1,45922,45957,35,1.00,100.00
332,1,35,13,24,46416,46416,-1,46416,46452,36,1.03,100.00
1142,2,54,22,14600,44803,44769,44802,44803,46660,1857,1.00,100.00
333,1,140,82,24,46757,46757,-1,46757,46793,36,1.03,100.00
331,3,123,124,5840,46270,46270,46303,46304,47066,796,1.04,100.00
329,3,128,78,14600,45299,45299,45332,45333,47190,1891,1.02,100.00
1144,2,13,35,5840,46450,46416,46449,46450,47212,762,1.00,100.00
334,1,14,128,24,47196,47196,-1,47196,47231,35,1.00,100.00
335,1,68,93,24,47240,47240,-1,47240,47282,42,1.20,100.00
1143,2,115,119,17520,45307,45273,45306,45307,47529,2222,1.00,100.00
1145,2,82,140,5840,46791,46757,46790,46791,47553,762,1.00,100.00
338,1,139,93,24,47572,47572,-1,47572,47618,46,1.31,100.00
339,1,86,106,24,47616,47616,-1,47616,47652,36,1.03,100.00
1146,2,93,68,5840,47278,47240,47277,47278,48040,762,1.00,100.00
336,3,89,63,5840,47368,47368,47401,47402,48164,796,1.04,100.00
344,1,0,136,24,48194,48194,-1,48194,48230,36,1.03,100.00
337,3,116,36,5840,47541,47541,47574,47575,48337,796,1.04,100.00
1147,2,106,86,5840,47650,47616,47649,47650,48412,762,1.00,100.00
340,3,96,12,5840,47833,47833,47866,47867,48629,796,1.04,100.00
341,3,140,55,5840,47884,47884,47917,47918,48680,796,1.04,100.00
346,1,40,128,24,49116,49116,-1,49116,49151,35,1.00,100.00
345,3,83,104,5840,48712,48712,48745,48746,49508,796,1.04,100.00
351,1,66,8,24,49814,49814,-1,49814,49857,43,1.23,100.00
1148,2,136,0,14600,48228,48194,48227,48228,50085,1857,1.00,100.00
352,1,127,84,24,50053,50053,-1,50053,50089,36,1.03,100.00
353,1,140,5,24,50157,50157,-1,50157,50193,36,1.03,100.00
347,3,15,116,5840,49413,49413,49446,49447,50209,796,1.04,100.00
354,1,81,40,24,50260,50260,-1,50260,50300,40,1.14,100.00
343,3,92,12,14600,48064,48064,48613,48614,50471,2407,1.30,100.00
1149,2,8,66,5840,49852,49814,49851,49852,50614,762,1.00,100.00
357,1,29,143,24,50774,50774,-1,50774,50810,36,1.03,100.00
1150,2,84,127,5840,50087,50053,50086,50087,50849,762,1.00,100.00
1151,2,5,140,5840,50191,50157,50190,50191,50953,762,1.00,100.00
1152,2,40,81,5840,50296,50260,50295,50296,51058,762,1.00,100.00
355,3,111,63,5840,50391,50391,50424,50425,51187,796,1.04,100.00
360,1,59,98,24,51216,51216,-1,51216,51255,39,1.11,100.00
362,1,29,118,24,51267,51267,-1,51267,51302,35,1.00,100.00
356,3,120,31,5840,50573,50573,50606,50607,51369,796,1.04,100.00
363,1,44,114,24,51423,51423,-1,51423,51459,36,1.03,100.00
364,1,80,39,24,51526,51526,-1,51526,51562,36,1.03,100.00
1153,2,143,29,5840,50808,50774,50807,50808,51571,763,1.00,100.00
366,1,23,53,24,51546,51546,-1,51546,51583,37,1.06,100.00
358,3,14,70,5840,50790,50790,50824,50825,51587,797,1.05,100.00
369,1,3,86,24,51715,51715,-1,51715,51751,36,1.03,100.00
361,3,119,37,5840,51218,51218,51251,51252,52014,796,1.04,100.00
370,1,130,143,24,52082,52082,-1,52082,52117,35,1.00,100.00
1155,2,114,44,5840,51457,51423,51456,51457,52219,762,1.00,100.00
1156,2,118,29,5840,51555,51267,51554,51555,52317,762,1.00,100.00
1157,2,39,80,5840,51560,51526,51559,51560,52322,762,1.00,100.00
1158,2,86,3,5840,51749,51715,51748,51749,52511,762,1.00,100.00
371,3,96,18,5840,52547,52547,52580,52581,53343,796,1.04,100.00
374,1,67,49,24,53414,53414,-1,53414,53452,38,1.09,100.00
375,1,132,134,24,53566,53566,-1,53566,53602,36,1.03,100.00
376,1,18,131,24,53587,53587,-1,53587,53623,36,1.03,100.00
377,1,116,59,24,53614,53614,-1,53614,53653,39,1.11,100.00
378,1,12,111,24,54009,54009,-1,54009,54045,36,1.03,100.00
1159,2,134,132,5840,53600,53566,53599,53600,54362,762,1.00,100.00
1160,2,131,18,5840,53621,53587,53620,53621,54383,762,1.00,100.00
1162,2,111,12,5840,54043,54009,54042,54043,54805,762,1.00,100.00
379,3,62,128,5840,54085,54085,54118,54119,54881,796,1.04,100.00
381,3,63,19,5840,54247,54247,54280,54281,55043,796,1.04,100.00
384,1,32,128,24,55479,55479,-1,55479,55515,36,1.03,100.00
383,3,88,135,5840,54736,54736,54769,54770,55532,796,1.04,100.00
386,1,30,50,24,55883,55883,-1,55883,55919,36,1.03,100.00
385,3,46,15,5840,55735,55735,55768,55769,56531,796,1.04,100.00
387,1,6,54,24,56664,56664,-1,56664,56705,41,1.17,100.00
392,1,31,120,24,57241,57241,-1,57241,57280,39,1.11,100.00
1164,2,50,30,13144,55917,55883,55916,55917,57592,1675,1.00,100.00
388,3,33,34,5840,56950,56950,56983,56984,57746,796,1.04,100.00
394,1,137,22,24,57757,57757,-1,57757,57793,36,1.03,100.00
1165,2,120,31,5840,57276,57241,57275,57276,58038,762,1.00,100.00
397,1,31,35,24,58217,58217,-1,58217,58253,36,1.03,100.00
1166,2,22,137,5840,57791,57757,57790,57791,58553,762,1.00,100.00
396,3,121,42,5840,58051,58051,58084,58085,58847,796,1.04,100.00
1167,2,35,31,5840,58251,58217,58250,58251,59013,762,1.00,100.00
398,3,10,114,5840,58250,58250,58283,58284,59046,796,1.04,100.00
401,1,141,78,24,59163,59163,-1,59163,59198,35,1.00,100.00
399,3,24,132,5840,58750,58750,58783,58784,59546,796,1.04,100.00
400,3,67,86,5840,59123,59123,59156,59157,59919,796,1.04,100.00
407,1,80,47,24,60437,60437,-1,60437,60475,38,1.09,100.00
409,1,55,93,24,60587,60587,-1,60587,60636,49,1.40,100.00
404,3,41,11,5840,59853,59853,59892,59893,60655,802,1.05,100.00
410,1,97,86,24,60869,60869,-1,60869,60904,35,1.00,100.00
1168,2,47,80,5840,60471,60437,60470,60471,61233,762,1.00,100.00
408,3,106,39,5840,60480,60480,60513,60514,61276,796,1.04,100.00
1169,2,93,55,5840,60632,60587,60631,60632,61394,762,1.00,100.00
413,1,54,99,24,61873,61873,-1,61873,61908,35,1.00,100.00
416,1,112,43,24,62777,62777,-1,62777,62813,36,1.03,100.00
417,1,62,60,24,63022,63022,-1,63022,63057,35,1.00,100.00
419,1,131,84,24,63087,63087,-1,63087,63123,36,1.03,100.00
420,1,16,59,24,63108,63108,-1,63108,63149,41,1.17,100.00
1170,2,43,112,5840,62811,62777,62810,62811,63573,762,1.00,100.00
411,3,75,4,17520,61487,61487,61520,61521,63743,2256,1.02,100.00
414,3,3,117,14600,61921,61921,61954,61955,63812,1891,1.02,100.00
418,3,72,35,5840,63057,63057,63090,63091,63853,796,1.04,100.00
422,3,76,140,5840,63368,63368,63401,63402,64164,796,1.04,100.00
423,3,107,60,5840,63463,63463,63496,63497,64259,796,1.04,100.00
421,3,22,117,5840,63261,63261,63796,63797,64559,1298,1.70,100.00
425,1,89,109,24,64528,64528,-1,64528,64564,36,1.03,100.00
427,1,98,11,24,64962,64962,-1,64962,64997,35,1.00,100.00
428,1,57,137,24,65123,65123,-1,65123,65158,35,1.00,100.00
1172,2,109,89,5840,64562,64528,64561,64562,65324,762,1.00,100.00
430,1,64,74,24,65456,65456,-1,65456,65492,36,1.03,100.00
431,1,62,133,24,65473,65473,-1,65473,65509,36,1.03,100.00
297,3,38,92,195640,41251,41251,41284,41285,65773,24522,1.00,100.00
432,1,126,49,24,65757,65757,-1,65757,65798,41,1.17,100.00
429,3,132,39,5840,65187,65187,65220,65221,65983,796,1.04,100.00
434,1,129,69,24,66131,66131,-1,66131,66174,43,1.23,100.00
435,1,29,14,24,66219,66219,-1,66219,66260,41,1.17,100.00
1174,2,133,62,5840,65507,65473,65506,65507,66269,762,1.00,100.00
436,1,114,105,24,66323,66323,-1,66323,66359,36,1.03,100.00
402,3,121,92,5840,59396,59396,65756,65757,66519,7123,9.35,100.00
437,1,99,139,24,66715,66715,-1,66715,66754,39,1.11,100.00
1176,2,14,29,5840,66255,66219,66254,66255,67017,762,1.00,100.00
1177,2,105,114,5840,66357,66323,66356,66357,67119,762,1.00,100.00
439,1,12,103,24,67485,67485,-1,67485,67521,36,1.03,100.00
438,3,121,42,5840,66732,66732,66765,66766,67528,796,1.04,100.00
440,1,55,79,24,67513,67513,-1,67513,67549,36,1.03,100.00
441,1,141,92,24,67604,67604,-1,67604,67640,36,1.03,100.00
1175,2,69,129,11680,66169,66131,66168,66169,67661,1492,1.00,100.00
443,1,42,124,24,67752,67752,-1,67752,67788,36,1.03,100.00
1173,2,74,64,18984,65490,65456,65489,65490,67895,2405,1.00,100.00
445,1,112,14,24,67908,67908,-1,67908,67953,45,1.29,100.00
446,1,60,0,24,68072,68072,-1,68072,68107,35,1.00,100.00
1179,2,103,12,5840,67519,67485,67518,67519,68281,762,1.00,100.00
1180,2,79,55,5840,67547,67513,67546,67547,68309,762,1.00,100.00
442,3,6,25,5840,67698,67698,67731,67732,68494,796,1.04,100.00
1183,2,14,112,5840,67948,67908,67947,67948,68710,762,1.00,100.00
448,1,90,3,24,68932,68932,-1,68932,68968,36,1.03,100.00
451,1,95,97,24,69336,69336,-1,69336,69375,39,1.11,100.00
1182,2,124,42,14600,67786,67752,67785,67786,69643,1857,1.00,100.00
1181,2,92,141,16064,67638,67604,67637,67638,69680,2042,1.00,100.00
452,1,9,84,24,69655,69655,-1,69655,69690,35,1.00,100.00
1184,2,3,90,5840,68966,68932,68965,68966,69728,762,1.00,100.00
458,1,88,65,24,69996,69996,-1,69996,70031,35,1.00,100.00
1185,2,97,95,5840,69370,69336,69369,69370,70132,762,1.00,100.00
447,3,92,105,5840,68282,68282,69664,69665,70427,2145,2.81,100.00
460,1,19,138,24,70401,70401,-1,70401,70437,36,1.03,100.00
453,3,71,84,5840,69665,69665,69698,69699,70461,796,1.04,100.00
454,3,140,111,5840,69687,69687,69720,69721,70483,796,1.04,100.00
459,3,26,100,5840,70162,70162,70195,70196,70958,796,1.04,100.00
1000,2,127,120,565024,298,264,297,298,70974,70676,1.00,100.00
463,1,25,115,24,71166,71166,-1,71166,71202,36,1.03,100.00
461,3,27,127,5840,70694,70694,70727,70728,71491,797,1.05,100.00
27,3,105,120,5840,4261,4261,70953,70954,71716,67455,88.52,100.00
1188,2,115,25,5840,71200,71166,71199,71200,71962,762,1.00,100.00
466,1,94,98,24,71990,71990,-1,71990,72032,42,1.20,100.00
468,1,59,16,24,72279,72279,-1,72279,72320,41,1.17,100.00
469,1,39,112,24,72368,72368,-1,72368,72404,36,1.03,100.00
470,1,82,85,24,72450,72450,-1,72450,72486,36,1.03,100.00
1186,2,138,19,17520,70435,70401,70434,70435,72657,2222,1.00,100.00
471,1,106,13,24,72702,72702,-1,72702,72738,36,1.03,100.00
465,3,24,109,5840,71942,71942,71975,71976,72738,796,1.04,100.00
467,3,15,137,5840,72089,72089,72122,72123,72885,796,1.04,100.00
472,1,139,112,24,73014,73014,-1,73014,73049,35,1.00,100.00
473,1,21,24,24,73036,73036,-1,73036,73072,36,1.03,100.00
1189,2,112,39,5840,72402,72368,72401,72402,73164,762,1.00,100.00
1190,2,85,82,5840,72484,72450,72483,72484,73246,762,1.00,100.00
474,1,104,36,24,73555,73555,-1,73555,73591,36,1.03,100.00
1192,2,24,21,5840,73070,73036,73069,73070,73832,762,1.00,100.00
1193,2,36,104,8760,73589,73555,73588,73589,74716,1127,1.00,100.00
480,1,110,83,24,74764,74764,-1,74764,74800,36,1.03,100.00
481,1,17,37,24,74951,74951,-1,74951,74986,35,1.00,100.00
476,3,107,31,5840,74299,74299,74332,74333,75095,796,1.04,100.00
1194,2,83,110,5840,74798,74764,74797,74798,75560,762,1.00,100.00
484,1,21,121,24,75729,75729,-1,75729,75765,36,1.03,100.00
15,3,87,41,584000,2843,2843,2876,2877,75919,73076,1.00,100.00
479,3,47,115,10224,74602,74602,74636,74637,75947,1345,1.03,100.00
482,3,9,78,5840,75167,75167,75200,75201,75963,796,1.04,100.00
485,1,34,88,24,76302,76302,-1,76302,76338,36,1.03,100.00
487,1,88,8,24,76465,76465,-1,76465,76512,47,1.34,100.00
488,1,132,25,24,76566,76566,-1,76566,76601,35,1.00,100.00
489,1,108,59,24,76577,76577,-1,76577,76619,42,1.20,100.00
1198,2,88,34,5840,76336,76302,76335,76336,77101,765,1.00,100.00
486,3,27,22,5840,76329,76329,76362,76363,77125,796,1.04,100.00
491,1,93,64,24,77161,77161,-1,77161,77196,35,1.00,100.00
1199,2,8,88,5840,76507,76465,76506,76507,77269,762,1.00,100.00
1195,2,121,21,13144,75763,75729,75762,75763,77438,1675,1.00,100.00
494,1,104,138,24,77965,77965,-1,77965,78004,39,1.11,100.00
1200,2,138,104,5840,77999,77965,77998,77999,78761,762,1.00,100.00
501,1,82,33,24,78727,78727,-1,78727,78763,36,1.03,100.00
502,1,124,96,24,79045,79045,-1,79045,79081,36,1.03,100.00
498,3,17,128,5840,78440,78440,78473,78474,79236,796,1.04,100.00
503,1,142,52,24,79257,79257,-1,79257,79295,38,1.09,100.00
500,3,119,95,5840,78614,78614,78647,78648,79410,796,1.04,100.00
506,1,56,131,24,79401,79401,-1,79401,79438,37,1.06,100.00
496,3,55,104,5840,78303,78303,78745,78746,79508,1205,1.58,100.00
1201,2,33,82,5840,78761,78727,78760,78761,79523,762,1.00,100.00
509,1,81,135,24,79577,79577,-1,79577,79613,36,1.03,100.00
1202,2,96,124,5840,79079,79045,79078,79079,79841,762,1.00,100.00
504,3,111,86,5840,79275,79275,79308,79309,80071,796,1.04,100.00
499,3,109,11,11680,78569,78569,78602,78603,80095,1526,1.02,100.00
507,3,68,140,5840,79442,79442,79475,79476,80238,796,1.04,100.00
497,3,50,113,14600,78409,78409,78442,78443,80300,1891,1.02,100.00
1154,2,98,59,235064,51250,51216,51249,51250,80675,29425,1.00,100.00
511,3,27,102,5840,80031,80031,80064,80065,80827,796,1.04,100.00
510,3,3,104,7304,79938,79938,79971,79972,80917,979,1.04,100.00
514,1,39,127,24,80923,80923,-1,80923,80958,35,1.00,100.00
516,1,28,138,24,81048,81048,-1,81048,81089,41,1.17,100.00
391,3,37,59,5840,57220,57220,80652,80653,81415,24195,31.75,100.00
518,1,45,142,24,81577,81577,-1,81577,81614,37,1.06,100.00
515,3,94,91,5840,80971,80971,81004,81005,81767,796,1.04,100.00
1203,2,135,81,18984,79611,79577,79610,79611,82016,2405,1.00,100.00
1204,2,98,94,13144,80660,71990,80659,80660,82336,1676,1.00,100.00
519,3,40,143,5840,81782,81782,81821,81822,82584,802,1.05,100.00
521,1,139,43,24,82801,82801,-1,82801,82836,35,1.00,100.00
522,1,8,66,24,82950,82950,-1,82950,82985,35,1.00,100.00
523,1,48,28,24,83182,83182,-1,83182,83219,37,1.06,100.00
528,1,90,52,24,83642,83642,-1,83642,83683,41,1.17,100.00
529,1,125,31,24,83834,83834,-1,83834,83869,35,1.00,100.00
530,1,34,12,24,83839,83839,-1,83839,83875,36,1.03,100.00
531,1,79,127,24,83863,83863,-1,83863,83898,35,1.00,100.00
253,3,19,14,376680,36774,36774,36975,36976,84106,47332,1.00,100.00
533,1,113,7,24,84104,84104,-1,84104,84140,36,1.03,100.00
525,3,14,3,5840,83392,83392,83432,83433,84195,803,1.05,100.00
526,3,61,63,5840,83575,83575,83608,83609,84371,796,1.04,100.00
309,3,19,29,5840,43412,43412,84082,84083,84845,41433,54.37,100.00
1207,2,7,113,5840,84138,84104,84137,84138,84900,762,1.00,100.00
535,1,34,117,24,84867,84867,-1,84867,84904,37,1.06,100.00
537,1,108,93,24,85034,85034,-1,85034,85086,52,1.49,100.00
538,1,134,40,24,85142,85142,-1,85142,85188,46,1.31,100.00
1206,2,12,34,11680,83873,83839,83872,83873,85365,1492,1.00,100.00
540,1,131,141,24,85382,85382,-1,85382,85417,35,1.00,100.00
536,3,3,100,5840,84883,84883,84916,84917,85679,796,1.04,100.00
544,1,62,57,24,85733,85733,-1,85733,85772,39,1.11,100.00
1208,2,93,108,5840,85081,85034,85080,85081,85843,762,1.00,100.00
545,1,74,73,24,85825,85825,-1,85825,85861,36,1.03,100.00
1209,2,40,134,5840,85183,85142,85182,85183,85945,762,1.00,100.00
541,3,69,18,5840,85390,85390,85428,85429,86192,802,1.05,100.00
542,3,7,35,5840,85459,85459,85492,85493,86255,796,1.04,100.00
548,1,15,46,24,86234,86234,-1,86234,86270,36,1.03,100.00
543,3,27,4,5840,85559,85559,85592,85593,86355,796,1.04,100.00
1210,2,57,62,5840,85767,85733,85766,85767,86529,762,1.00,100.00
1211,2,73,74,5840,85859,85825,85858,85859,86621,762,1.00,100.00
551,1,11,69,24,86682,86682,-1,86682,86726,44,1.26,100.00
546,3,39,89,5840,86065,86065,86098,86099,86861,796,1.04,100.00
547,3,18,36,5840,86071,86071,86104,86105,86867,796,1.04,100.00
553,1,140,116,24,86949,86949,-1,86949,86987,38,1.09,100.00
1212,2,46,15,5840,86268,86234,86267,86268,87030,762,1.00,100.00
555,1,41,88,24,87159,87159,-1,87159,87194,35,1.00,100.00
556,1,142,129,24,87199,87199,-1,87199,87234,35,1.00,100.00
549,3,32,31,5840,86440,86440,86473,86474,87236,796,1.04,100.00
557,1,87,41,24,87256,87256,-1,87256,87294,38,1.09,100.00
1213,2,69,11,5840,86722,86682,86721,86722,87484,762,1.00,100.00
550,3,107,91,8760,86541,86541,86574,86575,87702,1161,1.03,100.00
554,3,89,118,5840,87133,87133,87166,87167,87929,796,1.04,100.00
559,1,1,138,24,87962,87962,-1,87962,88004,42,1.20,100.00
558,3,130,58,5840,87268,87268,87301,87302,88064,796,1.04,100.00
1214,2,138,1,5840,88000,87962,87999,88000,88762,762,1.00,100.00
560,3,85,126,5840,88107,88107,88140,88141,88903,796,1.04,100.00
563,3,12,21,5840,88315,88315,88348,88349,89111,796,1.04,100.00
564,3,15,115,5840,88998,88998,89031,89032,89796,798,1.05,100.00
565,3,104,59,5840,89293,89293,89326,89327,90089,796,1.04,100.00
568,1,48,114,24,90121,90121,-1,90121,90156,35,1.00,100.00
259,3,77,93,423400,37168,37168,37201,37202,90178,53010,1.00,100.00
569,1,30,98,24,90574,90574,-1,90574,90620,46,1.31,100.00
567,3,40,83,5840,90089,90089,90133,90134,90896,807,1.06,100.00
573,1,43,106,24,91308,91308,-1,91308,91347,39,1.11,100.00
1215,2,98,30,5840,90616,90574,90615,90616,91378,762,1.00,100.00
574,1,138,67,24,91593,91593,-1,91593,91628,35,1.00,100.00
571,3,141,96,5840,90841,90841,90874,90875,91637,796,1.04,100.00
1216,2,106,43,7304,91342,91308,91341,91342,92287,945,1.00,100.00
576,1,64,51,24,92338,92338,-1,92338,92373,35,1.00,100.00
570,3,67,114,14600,90701,90701,90734,90735,92594,1893,1.02,100.00
579,1,131,26,24,92616,92616,-1,92616,92651,35,1.00,100.00
578,1,127,139,24,92610,92610,-1,92610,92652,42,1.20,100.00
580,1,2,13,24,92690,92690,-1,92690,92725,35,1.00,100.00
581,1,84,56,24,93115,93115,-1,93115,93153,38,1.09,100.00
582,1,61,81,24,93142,93142,-1,93142,93177,35,1.00,100.00
583,1,89,69,24,93190,93190,-1,93190,93239,49,1.40,100.00
1197,2,87,138,138704,75897,5833,75896,75897,93278,17381,1.00,100.00
575,3,67,65,5840,91920,91920,92578,92579,93341,1421,1.86,100.00
585,1,143,68,24,93519,93519,-1,93519,93555,36,1.03,100.00
586,1,113,23,24,93532,93532,-1,93532,93568,36,1.03,100.00
1217,2,69,89,5840,93234,93190,93233,93234,93996,762,1.00,100.00
1218,2,67,138,5840,93326,91593,93325,93326,94088,762,1.00,100.00
584,3,115,71,5840,93380,93380,93413,93414,94176,796,1.04,100.00
1219,2,68,143,5840,93553,93519,93552,93553,94315,762,1.00,100.00
1220,2,23,113,5840,93566,93532,93565,93566,94328,762,1.00,100.00
592,1,69,94,24,94662,94662,-1,94662,94697,35,1.00,100.00
593,1,136,21,24,94883,94883,-1,94883,94918,35,1.00,100.00
591,3,109,3,5840,94582,94582,94615,94616,95378,796,1.04,100.00
597,1,45,104,24,95498,95498,-1,95498,95533,35,1.00,100.00
599,1,76,123,24,95559,95559,-1,95559,95597,38,1.09,100.00
602,1,42,69,24,95834,95834,-1,95834,95886,52,1.49,100.00
605,1,9,20,24,96025,96025,-1,96025,96063,38,1.09,100.00
603,3,40,19,5840,95952,95952,95997,95998,96760,808,1.06,100.00
604,3,22,39,5840,95983,95983,96016,96017,96779,796,1.04,100.00
1222,2,20,9,5840,96059,96025,96058,96059,96821,762,1.00,100.00
607,3,96,105,5840,96157,96157,96190,96191,96953,796,1.04,100.00
613,1,117,70,24,96989,96989,-1,96989,97024,35,1.00,100.00
616,1,105,107,24,97308,97308,-1,97308,97344,36,1.03,100.00
617,1,0,49,24,97341,97341,-1,97341,97378,37,1.06,100.00
618,1,42,45,24,97407,97407,-1,97407,97444,37,1.06,100.00
610,3,83,86,5840,96747,96747,96780,96781,97543,796,1.04,100.00
622,1,56,89,24,97559,97559,-1,97559,97594,35,1.00,100.00
1221,2,69,42,14600,95882,95834,95881,95882,97739,1857,1.00,100.00
611,3,143,77,5840,96965,96965,96998,96999,97761,796,1.04,100.00
612,3,82,74,5840,96981,96981,97014,97015,97777,796,1.04,100.00
623,1,75,1,24,97905,97905,-1,97905,97941,36,1.03,100.00
1223,2,107,105,5840,97342,97308,97341,97342,98104,762,1.00,100.00
619,3,141,83,5840,97440,97440,97473,97474,98236,796,1.04,100.00
620,3,20,108,5840,97463,97463,97500,97501,98263,800,1.05,100.00
621,3,86,132,5840,97520,97520,97553,97554,98318,798,1.05,100.00
625,1,137,120,24,98312,98312,-1,98312,98347,35,1.00,100.00
1224,2,45,42,7304,97727,97407,97726,97727,98672,945,1.00,100.00
1225,2,1,75,5840,97939,97905,97938,97939,98701,762,1.00,100.00
624,3,86,113,5840,98251,98251,98302,98303,99065,814,1.07,100.00
627,1,22,68,24,99413,99413,-1,99413,99449,36,1.03,100.00
628,1,120,29,24,99476,99476,-1,99476,99511,35,1.00,100.00
629,1,25,42,24,99505,99505,-1,99505,99541,36,1.03,100.00
630,1,130,91,24,99697,99697,-1,99697,99732,35,1.00,100.00
631,1,82,23,24,99723,99723,-1,99723,99759,36,1.03,100.00
632,1,67,10,24,99858,99858,-1,99858,99898,40,1.14,100.00
633,1,118,92,24,99994,99994,-1,99994,100032,38,1.09,100.00
634,1,13,32,24,100006,100006,-1,100006,100044,38,1.09,100.00
635,1,5,39,24,100043,100043,-1,100043,100079,36,1.03,100.00
1226,2,68,22,5840,99447,99413,99446,99447,100209,762,1.00,100.00
1227,2,42,25,5840,99539,99505,99538,99539,100301,762,1.00,100.00
1228,2,23,82,5840,99757,99723,99756,99757,100519,762,1.00,100.00
1229,2,10,67,5840,99893,99858,99892,99893,100655,762,1.00,100.00
1230,2,92,118,5840,100028,99994,100027,100028,100790,762,1.00,100.00
1231,2,32,13,5840,100040,100006,100039,100040,100802,762,1.00,100.00
639,1,84,128,24,101098,101098,-1,101098,101133,35,1.00,100.00
641,1,21,37,24,101227,101227,-1,101227,101263,36,1.03,100.00
636,3,47,27,5840,100716,100716,100751,100752,101514,798,1.05,100.00
637,3,135,143,5840,100732,100732,100765,100766,101528,796,1.04,100.00
644,1,16,90,24,101578,101578,-1,101578,101613,35,1.00,100.00
645,1,69,99,24,101736,101736,-1,101736,101773,37,1.06,100.00
646,1,58,64,24,101753,101753,-1,101753,101788,35,1.00,100.00
640,3,74,42,5840,101139,101139,101172,101173,101935,796,1.04,100.00
643,3,114,71,5840,101458,101458,101491,101492,102254,796,1.04,100.00
648,1,12,35,24,102253,102253,-1,102253,102289,36,1.03,100.00
649,1,101,17,24,102254,102254,-1,102254,102292,38,1.09,100.00
651,1,88,18,24,102535,102535,-1,102535,102571,36,1.03,100.00
650,1,23,97,24,102535,102535,-1,102535,102575,40,1.14,100.00
647,3,112,3,5840,101894,101894,101927,101928,102690,796,1.04,100.00
652,1,66,62,24,102865,102865,-1,102865,102900,35,1.00,100.00
1235,2,17,101,5840,102288,102254,102287,102288,103050,762,1.00,100.00
1234,2,35,12,7304,102287,102253,102286,102287,103232,945,1.00,100.00
1236,2,18,88,5840,102569,102535,102568,102569,103331,762,1.00,100.00
1237,2,97,23,5840,102571,102535,102570,102571,103333,762,1.00,100.00
655,1,118,57,24,103309,103309,-1,103309,103349,40,1.14,100.00
656,1,136,97,24,103443,103443,-1,103443,103487,44,1.26,100.00
654,3,143,133,5840,102970,102970,103003,103004,103766,796,1.04,100.00
657,1,42,76,24,103753,103753,-1,103753,103789,36,1.03,100.00
658,1,27,85,24,103911,103911,-1,103911,103947,36,1.03,100.00
1238,2,57,118,5840,103344,103309,103343,103344,104106,762,1.00,100.00
660,1,143,130,24,104112,104112,-1,104112,104152,40,1.14,100.00
1239,2,76,42,5840,103787,103753,103786,103787,104549,762,1.00,100.00
1240,2,85,27,5840,103945,103911,103944,103945,104707,762,1.00,100.00
662,1,97,107,24,104674,104674,-1,104674,104709,35,1.00,100.00
659,3,23,66,5840,103976,103976,104009,104010,104772,796,1.04,100.00
663,1,57,69,24,104718,104718,-1,104718,104773,55,1.57,100.00
664,1,104,42,24,104823,104823,-1,104823,104859,36,1.03,100.00
1241,2,130,143,5840,104147,104112,104146,104147,104909,762,1.00,100.00
661,3,9,0,5840,104247,104247,104280,104281,105043,796,1.04,100.00
666,1,109,87,24,105115,105115,-1,105115,105154,39,1.11,100.00
667,1,23,60,24,105159,105159,-1,105159,105196,37,1.06,100.00
